Bulan;Vendor;Jenis Kendaraan;Type;Nopol;Sparepart;Jasa;PPN;Total Biaya;Keterangan;Biaya Sebelum PPN;PPN Rate;Sparepart %;Jasa %
Nopember;PT. ASTRA INTERNATIONAL ISUZU CABANG HR MUHAMMAD;Pick Up;TBR541;L 8913 CP;1294033;1160000;269943;2723976;Rusak Ringan;2454033;0,11;0,475053011;0,425848099
Nopember;PT. ASTRA INTERNATIONAL ISUZU CABANG HR MUHAMMAD;Mini bus;KIJANG;L 1857 FP;1984500;615917;286047;2886464;Rusak Ringan;2600417;0,11;0,687519401;0,213381147
Nopember;PT. ASTRA INTERNATIONAL ISUZU CABANG HR MUHAMMAD;Mini bus;KIJANG;L 22 AP;1984500;615917;286047;2886464;Rusak Ringan;2600417;0,11;0,687519401;0,213381147
Nopember;PT. ASTRA INTERNATIONAL ISUZU CABANG HR MUHAMMAD;Mini bus;TBR541;L 1043 BP;1102186;1450000;280739;2832925;Rusak Ringan;2552186;0,11;0,389062894;0,511838471
Nopember;PT. ASTRA INTERNATIONAL ISUZU CABANG HR MUHAMMAD;Mini bus;TBR541;L 1835 FP;1815361;1160000;327288;3302649;Rusak Ringan;2975361;0,11;0,54966816;0,351233207
Nopember;PT. ASTRA INTERNATIONAL ISUZU CABANG HR MUHAMMAD;Mini bus;TBR541;L 1031 BP;1313064;920000;245636;2478700;Rusak Ringan;2233064;0,11;0,529738976;0,371162303
Nopember;PT. ASTRA INTERNATIONAL ISUZU CABANG HR MUHAMMAD;Mini bus;OTHER D;L 9188 BP;1779142;1194727;327132;3301001;Rusak Ringan;2973869;0,11;0,538970452;0,3619287
Nopember;PT. ASTRA INTERNATIONAL ISUZU CABANG HR MUHAMMAD;Micro Bus;HI ACE;L 7820 NP;1713346;1248000;325747;3287093;Rusak Ringan;2961346;0,11;0,521234416;0,379666775
Nopember;PT. ASTRA INTERNATIONAL ISUZU CABANG HR MUHAMMAD;Mini bus;TBR541;L 1351 CP;3575766;1520000;560533;5656299;Rusak sedang;5095766;0,11;0,632174148;0,268726954
Nopember;PT. ASTRA INTERNATIONAL ISUZU CABANG HR MUHAMMAD;Pick Up;TBR54;L 9751 AP;6254478;5500000;1292992;13047470;Rusak Berat;11754478;0,11;0,479363279;0,421537662
Nopember;CV. DAMAR KARYA;Ambulance;TBR541;L 9806 CP;0;11000000;1210000;12210000;Rusak Berat;11000000;0,11;0;0,900900901
Desember;CV. ASRI;Mini bus;IMV;L 1362 DP;660721;695011;149130,52;1504862,52;Rusak Ringan;1355732;0,11;0,439057383;0,461843518
Desember;CV. ASRI;Mini bus;IMV;L 1035 ZZH;729827;1078722;198940,39;2007489,39;Rusak Ringan;1808549;0,11;0,363552108;0,537348793
Desember;CV. ASRI;Mini bus;IMV;L 1559 QP;883624;1153242;224055,26;2260921,26;Rusak Sedang;2036866;0,11;0,390824756;0,510076145
Desember;PT. ASTRA INTERNATIONAL ISUZU CABANG WARU;Mini bus;TBR54;L 9044 BP;2128379;700451;311170;3140000;Rusak Sedang;2828830;0,11;0,677827707;0,223073567
Desember;PT. ASTRA INTERNATIONAL ISUZU CABANG HR MUHAMMAD;Mini bus;TBR541;L 1907 BP;1766082;840000;286667;2892749;Rusak sedang;2606082;0,11;0,610520304;0,290381226
Desember;PT. ASTRA INTERNATIONAL ISUZU CABANG HR MUHAMMAD;Mini bus;TBR541;L 1570 FP;1624462;1040000;293092;2957554;Rusak sedang;2664462;0,11;0,54925861;0,351641931
