L 9356 AP;Vendor;Jenis Kendaraan;Type;Nopol;Sparepart;Jasa; PPN ; Total Biaya ;Keterangan;Biaya Sebelum PPN;PPN Rate;Sparepart %;Jasa %
Juli;PT. ASTRA INTERNATIONAL - TBK  ISUZU CABANG KOMBES DURYAT;Pick Up;TBR54;L 9046 BP;4746926;1512000; Rp688.482 ; Rp6.947.408 ;Rusak Sedang;6258926;0,11;0,683265759;0,217635124
Juli;PT. ASTRA INTERNATIONAL - TBK  ISUZU CABANG HR Muhammad;Mini bus;TBR541;L 1352 CP;4410113;2968265; Rp811.624 ; Rp8.190.002 ;Rusak sedang;7378378;0,11;0,538475204;0,36242543
Juli;PT. ASTRA INTERNATIONAL - TBK  ISUZU CABANG HR Muhammad;Mini bus;TBR541;L 1383 CP;4260741;1198717; Rp600.542 ; Rp6.060.000 ;Rusak sedang;5459458;0,11;0,703092574;0,197808086
Juli;PT. ASTRA INTERNATIONAL - TBK  ISUZU CABANG HR Muhammad;Pick Up;TBR54;L 8819 CP;4738667;2387458; Rp783.875 ; Rp7.910.000 ;Rusak sedang;7126125;0,11;0,599072946;0,301827813
Juli;PT. ASTRA INTERNATIONAL - TBK  ISUZU CABANG HR Muhammad;Mini bus;TBR54;L 9806 CP;5308502;2565371; Rp866.127 ; Rp8.740.000 ;Rusak Berat;7873873;0,11;0,607380092;0,293520709
Juli;PT. ASTRA INTERNATIONAL - TBK  ISUZU CABANG HR Muhammad;Pick Up;TBR54;L 8863 CP;4204169;4120154; Rp915.677 ; Rp9.240.000 ;Rusak Berat;8324323;0,11;0,454996645;0,445904113
Juli;PT. ASTRA INTERNATIONAL - TBK  ISUZU CABANG KOMBES DURYAT;Pick Up;TBR54;L 8845 CP;5570191;2462600; Rp883.607 ; Rp8.916.398 ;Rusak Berat;8032791;0,11;0,624713141;0,276187761
Juli;PT. ASTRA INTERNATIONAL - TBK  ISUZU CABANG KOMBES DURYAT;Pick Up;TBR54;L 9368 AP;7129446;1323000; Rp929.769 ; Rp9.382.215 ;Rusak Berat;8452446;0,11;0,759889429;0,141011478
Juli;PT. ASTRA INTERNATIONAL - TBK  ISUZU CABANG KOMBES DURYAT;Mini bus;TBR541;L 1633 DP;6052373;1764000; Rp859.801 ; Rp8.676.174 ;Rusak Berat;7816373;0,11;0,697585479;0,203315425
Juli;PT. ASTRA INTERNATIONAL - TBK  ISUZU CABANG KOMBES DURYAT;Pick Up;TBR54;L 9156 BP;7853955;1827000; Rp1.064.905 ; Rp10.745.860 ;Rusak Berat;9680955;0,11;0,73088194;0,170018965
Juli;PT. ASTRA INTERNATIONAL - TBK  ISUZU CABANG KOMBES DURYAT;Mini bus;TBR541;L 1349 CP;7069255;1113000; Rp900.048 ; Rp9.082.303 ;Rusak Berat;8182255;0,11;0,778354895;0,122546011
Juli;CV. ASRI;Mini Bus;IMV;L 0028 AP;664831;1294362; Rp215.511 ; Rp2.174.704 ;Rusak Ringan;1959193;0,11;0,305710998;0,595189903
Juli;CV. ASRI;Mini Bus;IMV;L 0016 AP;791666;695012; Rp163.535 ; Rp1.650.213 ;Rusak Ringan;1486678;0,11;0,479735768;0,421165133
Juli;CV. ASRI;Mini Bus;IMV;L 0022 AP;740103;770837; Rp166.203 ; Rp1.677.143 ;Rusak Ringan;1510940;0,11;0,441287847;0,459613054
Juli;CV. ASRI;Mini Bus;IMV;L 1553 FP;2591360;608108; Rp351.941 ; Rp3.551.409 ;Rusak Ringan;3199468;0,11;0,729670857;0,171230044
Juli;PT. ASTRA INTERNATIONAL - TBK  ISUZU CABANG HR Muhammad;Pick Up;TBR54;L 8857 CP;8436243;3784666; Rp1.344.303 ; Rp13.565.212 ;Rusak Berat;12220909;0,11;0,621902776;0,278997925
Juli;PT. ASTRA INTERNATIONAL - TBK  ISUZU CABANG HR Muhammad;Mini bus;TBR541;L 1634 CP;9460722;5146829; Rp1.606.831 ; Rp16.214.382 ;Rusak Berat;14607551;0,11;0,583477187;0,317423692
Juli;PT. ASTRA INTERNATIONAL - TBK  ISUZU CABANG HR Muhammad;Pick Up;TBR54;L 8842 CP;6863214;3931666; Rp1.187.437 ; Rp11.982.317 ;Rusak Berat;10794880;0,11;0,572778537;0,328122349
Juli;PT. ASTRA INTERNATIONAL - TBK  ISUZU CABANG HR Muhammad;Mini bus;NSERIES77;L 9127 AP;2253383;1703945; Rp435.309 ; Rp4.392.637 ;Rusak Sedang;3957328;0,11;0,512990944;0,387909358
Juli;PT. ASTRA INTERNATIONAL - TBK  ISUZU CABANG WARU;Mini bus;TBR541;L 1992 EP;3266284;3220000; Rp713.491 ; Rp7.199.775 ;Rusak Sedang;6486284;0,11;0,453664733;0,447236198
Juli;PT. ASTRA INTERNATIONAL - TBK  ISUZU CABANG WARU;Mini bus;TBR541;L 8862 BP;5959526;841396; Rp748.101 ; Rp7.549.023 ;Rusak Sedang;6800922;0,11;0,789443349;0,111457602
Juli;PT. ASTRA INTERNATIONAL - TBK  TOYOTA CABANG BASUKI RAHMAT;Sedan;Camry;L 1026 ZZH;2283131;739500; Rp332.490 ; Rp3.355.121 ;Rusak Ringan;3022631;0,11;0,680491404;0,220409338
Juli;PT. ASTRA INTERNATIONAL - TBK  TOYOTA CABANG BASUKI RAHMAT;Sedan;Camry;X11151 - 29;1735385;1881000; Rp397.802 ; Rp4.014.187 ;Rusak Ringan;3616385;0,11;0,432312944;0,468588035
Juli;PT. ASTRA INTERNATIONAL - TBK  ISUZU CABANG HR Muhammad;Pick Up;TBR54;L 9347 AP;6188369;4651191; Rp1.192.354 ; Rp12.031.914 ;Rusak Berat;10839560;0,11;0,514329557;0,386571164
Juli;PT. ASTRA INTERNATIONAL - TBK  ISUZU CABANG HR Muhammad;Mini bus;TBR541;L 1906 BP;8986043;2961000; Rp1.314.175 ; Rp13.261.218 ;Rusak Berat;11947043;0,11;0,677618225;0,223282658
Juli;PT. ASTRA INTERNATIONAL - TBK  ISUZU CABANG HR Muhammad;Micro Bus;OTHER D;L 9155 BP;6304864;3612567; Rp1.090.918 ; Rp11.008.349 ;Rusak Berat;9917431;0,11;0,572734749;0,328166104
Juli;PT. ASTRA INTERNATIONAL - TBK  ISUZU CABANG HR Muhammad;Pick Up;TBR54;L 8740 CP;4419934;2881666; Rp803.178 ; Rp8.104.778 ;Rusak Sedang;7301600;0,11;0,545349176;0,355551503
Juli;PT. SRIKANDI DIAMOND INDAH MOTORS;Pick Up;other;L 9329 AP;933895;833000; Rp194.358 ; Rp1.961.253 ;Rusak Ringan;1766895;0,11;0,47617263;0,424728477
Agustus;PT. ASTRA INTERNATIONAL - TBK  ISUZU CABANG KOMBES DURYAT;Mini bus;Granmax;L 8862 CP;911423;630000; Rp169.556 ; Rp1.710.979 ;Rusak Ringan;1541423;0,11;0,532690933;0,368210247
Agustus;PT. ASTRA INTERNATIONAL - TBK  ISUZU CABANG KOMBES DURYAT;Micro Bus;Nseries100;L 7651 AP;665000;420000; Rp119.350 ; Rp1.204.350 ;Rusak Ringan;1085000;0,11;0,552165068;0,348735833
Agustus;PT. ASTRA INTERNATIONAL - TBK  ISUZU CABANG KOMBES DURYAT;Micro Bus;Daihatsu;L 1990 CP;1609427;380589; Rp218.902 ; Rp2.208.918 ;Rusak Ringan;1990016;0,11;0,728604231;0,172296572
Agustus;PT. ASTRA INTERNATIONAL - TBK  ISUZU CABANG KOMBES DURYAT;Mini Bus;TBR541;L 1817 FP;652838;929600; Rp174.068 ; Rp1.756.506 ;Rusak Ringan;1582438;0,11;0,371668528;0,529232465
Agustus;PT. ASTRA INTERNATIONAL - TBK  ISUZU CABANG KOMBES DURYAT;Mini Bus;TBR541;L 1920 BP;517298;504000; Rp112.343 ; Rp1.133.641 ;Rusak Ringan;1021298;0,11;0,456315536;0,444585191
Agustus;PT. ASTRA INTERNATIONAL - TBK  ISUZU CABANG KOMBES DURYAT;Pick Up;TBR54;L 9350 AP;2655686;777000; Rp377.595 ; Rp3.810.281 ;Rusak Ringan;3432686;0,11;0,696979042;0,203921968
Agustus;PT. ASTRA INTERNATIONAL - TBK  ISUZU CABANG KOMBES DURYAT;Mini bus;TBR541;L 1851 FP;3930582;1113000; Rp554.794 ; Rp5.598.376 ;Rusak Sedang;5043582;0,11;0,70209325;0,198807654
Agustus;PT. ASTRA INTERNATIONAL - TBK  ISUZU CABANG KOMBES DURYAT;Mini bus;TBR541;L 1825 FP;5721453;1281000; Rp770.270 ; Rp7.772.723 ;Rusak Sedang;7002453;0,11;0,736093773;0,164807108
Agustus;PT. ASTRA INTERNATIONAL - TBK  ISUZU CABANG KOMBES DURYAT;Pick Up;TBR54;L 8552 BP;4560556;1113000; Rp624.091 ; Rp6.297.647 ;Rusak Sedang;5673556;0,11;0,724168249;0,176732675
Agustus;PT. ASTRA INTERNATIONAL - TBK  ISUZU CABANG KOMBES DURYAT;Pick Up;TBR54;L 8874 CP;4719880;2959897; Rp844.776 ; Rp8.524.553 ;Rusak sedang;7679777;0,11;0,553680645;0,3472202
Agustus;PT. ASTRA INTERNATIONAL - TBK  ISUZU CABANG KOMBES DURYAT;Pick Up;TBR54;L 8831 CP;6719090;2231600; Rp984.576 ; Rp9.935.266 ;Rusak Berat;8950690;0,11;0,676286875;0,224614016
Agustus;CV. ASRI;Mini Bus;IMV;L 1761 FP;1739099;1185197; Rp321.673 ; Rp3.245.969 ;Rusak Ringan;2924296;0,11;0,535771979;0,365128922
Agustus;CV. ASRI;Mini Bus;IMV;L 1718 FP;3360094;1699767; Rp556.585 ; Rp5.616.446 ;Rusak Sedang;5059861;0,11;0,598259856;0,302641045
Agustus;CV. ASRI;Mini Bus;IMV;L 1607 FP;6704772;2154471; Rp974.517 ; Rp9.833.760 ;Rusak Berat;8859243;0,11;0,681811655;0,219089246
Agustus;PT. ASTRA INTERNATIONAL - TBK  ISUZU CABANG KOMBES DURYAT;Mini bus;TBR541;L 1984 EP;405405;441000; Rp93.105 ; Rp939.510 ;Rusak Ringan;846405;0,11;0,431506849;0,46939362
Agustus;PT. ASTRA INTERNATIONAL - TBK  ISUZU CABANG KOMBES DURYAT;Pick Up;TBR54;L 8875 CP;4904889;1593333; Rp714.807 ; Rp7.213.029 ;Rusak Sedang;6498222;0,11;0,680004059;0,220896519
Agustus;PT. ASTRA INTERNATIONAL - TBK  ISUZU CABANG KOMBES DURYAT;Pick Up;TBR54;L 9344 AP;4426491;1832600; Rp688.499 ; Rp6.947.590 ;Rusak Sedang;6259091;0,11;0,637126111;0,263774921
Agustus;PT. ASTRA INTERNATIONAL - TBK  ISUZU CABANG KOMBES DURYAT;Mini Bus;Kijang;L 1880 BP;4017863;713621; Rp520.461 ; Rp5.251.945 ;Rusak Sedang;4731484;0,11;0,765023815;0,13587747
Agustus;PT. ASTRA INTERNATIONAL - TBK  ISUZU CABANG HR Muhammad;Pick Up;TBR54;L 8794 CP;6337069;3087000; Rp1.036.649 ; Rp10.460.718 ;Rusak Berat;9424069;0,11;0,605796753;0,295104026
Agustus;PT. ASTRA INTERNATIONAL - TBK  ISUZU CABANG HR Muhammad;Pick Up;TBR54;L 9348 AP;4353619;5002666; Rp1.029.192 ; Rp10.385.477 ;Rusak Berat;9356285;0,11;0,419202604;0,481698241
Agustus;PT. ASTRA INTERNATIONAL - TBK  ISUZU CABANG HR Muhammad;Truck Khusus;OTHER I;L 9334 AP;7573955;1750000; Rp1.025.635 ; Rp10.349.590 ;Rusak Berat;9323955;0,11;0,731812081;0,169088824
Agustus;PT. ASTRA INTERNATIONAL - TBK  ISUZU CABANG HR Muhammad;Truck Khusus;Nseriess77;L 8876 CP;9532973;2814000; Rp1.358.169 ; Rp13.705.142 ;Rusak Berat;12346973;0,11;0,695576376;0,205324396
Agustus;UD. JAYA AC;Mini bus;APV;L 1905 BP;2808108;436937; Rp356.955 ; Rp3.602.000 ;Rusak Ringan;3245045;0,11;0,779596901;0,121303999
Agustus;UD. JAYA AC;Mini bus;IMV;L 1857 FP;2738739;698198; Rp378.063 ; Rp3.815.000 ;Rusak Ringan;3436937;0,11;0,717887012;0,183013889
Agustus;UD. JAYA AC;Mini bus;APV;L 1592 DP;3776577;472973; Rp467.450 ; Rp4.717.000 ;Rusak Sedang;4249550;0,11;0,800631121;0,100269875
Agustus;PT. ASTRA INTERNATIONAL - TBK  ISUZU CABANG  WARU;Mini bus;Other D;L 9194 BP;2568798;1620435; Rp460.816 ; Rp4.650.049 ;Rusak Sedang;4189233;0,11;0,5524239;0,348477001
Agustus;PT. ASTRA INTERNATIONAL - TBK  ISUZU CABANG  WARU;Pick Up;TBR54;L 9356 AP;12694657;2887500; Rp1.714.037 ; Rp17.296.194 ;Rusak Berat;15582157;0,11;0,733956661;0,16694424
Agustus;PT. United MOTORS CENTER;Mini bus;APV;L 1972 DP;4369370;3041390; Rp815.184 ; Rp8.225.944 ;Rusak Sedang;7410760;0,11;0,531169458;0,369731443
Agustus;PT. United MOTORS CENTER;Ambulance;APV;L 1565 QP;662162;1752780; Rp265.644 ; Rp2.680.586 ;Rusak Ringan;2414942;0,11;0,247021395;0,653879506
Agustus;PT. ASTRA INTERNATIONAL - TBK  TOYOTA CABANG BASUKI RAHMAT;Jeep;IMV4;L 1012 ZZH;817590;1009000; Rp200.925 ; Rp2.027.515 ;Rusak Ringan;1826590;0,11;0,403247325;0,497653532
Agustus;PT. ASTRA INTERNATIONAL - TBK  TOYOTA CABANG BASUKI RAHMAT;Mini bus;IMV;L 1102 BP;1973448;959500; Rp322.624 ; Rp3.255.572 ;Rusak Sedang;2932948;0,11;0,606175505;0,294725474
Agustus;PT. ASTRA INTERNATIONAL - TBK  ISUZU CABANG HR Muhammad;Pick Up;TBR54;L 9282 NP;6222844;4960666; Rp1.230.189 ; Rp12.413.699 ;Rusak Berat;11183510;0,11;0,501288456;0,399612235
Agustus;PT. ASTRA INTERNATIONAL - TBK  ISUZU CABANG HR Muhammad;Truck Khusus;Nseriess77;L 8876 CP;10053108;2600500; Rp1.391.898 ; Rp14.045.506 ;Rusak Berat;12653608;0,11;0,71575264;0,185148189
Agustus;PT. ASTRA INTERNATIONAL - TBK  ISUZU CABANG HR Muhammad;Mini Bus;TBR541;L 1835 FP;8435251;2604000; Rp1.214.318 ; Rp12.253.569 ;Rusak Berat;11039251;0,11;0,688391358;0,212509515
Agustus;PT. ASTRA INTERNATIONAL - TBK  ISUZU CABANG HR Muhammad;Mini Bus;TBR541;L 1658 FP;2243491;1302000; Rp390.004 ; Rp3.935.495 ;Rusak Sedang;3545491;0,11;0,570065773;0,33083513
September;PT. ASTRA INTERNATIONAL - TBK  ISUZU CABANG KOMBES DURYAT;Pick Up;Granmax;L 9335 AP;723595;507452; Rp135.416 ; Rp1.366.463 ;Rusak Ringan;1231047;0,11;0,52953867;0,371361683
September;PT. ASTRA INTERNATIONAL - TBK  ISUZU CABANG KOMBES DURYAT;Mini bus;TBR541;L 1990 EP;2048267;1470000; Rp387.010 ; Rp3.905.277 ;Rusak Ringan;3518267;0,11;0,524486995;0,37641376
September;PT. ASTRA INTERNATIONAL - TBK  ISUZU CABANG KOMBES DURYAT;Mini bus;TBR54;L 1734 FP;1981982;441000; Rp266.528 ; Rp2.689.510 ;Rusak Ringan;2422982;0,11;0,736930519;0,163970389
September;PT. ASTRA INTERNATIONAL - TBK  ISUZU CABANG KOMBES DURYAT;Mini bus;Nseries77;L 9066 AP;5379817;1284486; Rp733.070 ; Rp7.397.373 ;Rusak Sedang;6664303;0,11;0,727260475;0,173640832
September;PT. ASTRA INTERNATIONAL - TBK  ISUZU CABANG KOMBES DURYAT;Mini bus;TBR541;L 1660 FP;5522412;2142000; Rp843.086 ; Rp8.507.498 ;Rusak Sedang;7664412;0,11;0,649122927;0,251777902
September;PT. ASTRA INTERNATIONAL - TBK  ISUZU CABANG KOMBES DURYAT;Pick Up;TBR54;L 9346 AP;5669619;1832600; Rp825.244 ; Rp8.327.463 ;Rusak Sedang;7502219;0,11;0,680833887;0,220067024
September;PT. ASTRA INTERNATIONAL - TBK  ISUZU CABANG KOMBES DURYAT;Pick Up;TBR541;L 8978 CP;5544189;2142000; Rp845.482 ; Rp8.531.671 ;Rusak Sedang;7686189;0,11;0,64983624;0,251064534
September;PT. ASTRA INTERNATIONAL - TBK  ISUZU CABANG KOMBES DURYAT;Mini Bus;Nseries77;L 1825 AP;5813151;2412049; Rp904.772 ; Rp9.129.972 ;Rusak Berat;8225200;0,11;0,636710715;0,264190186
September;PT. ASTRA INTERNATIONAL - TBK  ISUZU CABANG KOMBES DURYAT;Pick Up;Other;L 9323 AP;5419345;1457750; Rp756.480 ; Rp7.633.575 ;Rusak Sedang;6877095;0,11;0,709935384;0,19096557
September;CV. ASRI;Mini Bus;Innova;L 1986 EP;1808849;1294362; Rp341.353 ; Rp3.444.564 ;Rusak Ringan;3103211;0,11;0,525131483;0,375769473
September;CV. ASRI;Mini bus;Innova;L 1659 FP;685113;1085837; Rp194.805 ; Rp1.965.755 ;Rusak Ringan;1770950;0,11;0,348524104;0,552376568
September;CV. ASRI;Mini bus;Kijang;L 1875 BP;1579738;1026405; Rp286.676 ; Rp2.892.819 ;Rusak Ringan;2606143;0,11;0,546089472;0,354811345
September;PT. ASTRA INTERNATIONAL - TBK  ISUZU CABANG HR Muhammad;Pick Up;TBR54;L 9361 AP;2569303;3368166; Rp653.123 ; Rp6.590.592 ;Rusak Sedang;5937469;0,11;0,389844038;0,51105667
September;PT. ASTRA INTERNATIONAL - TBK  ISUZU CABANG HR Muhammad;Pick Up;TBR54;L 9357 AP;4160530;2678666; Rp752.314 ; Rp7.591.510 ;Rusak Sedang;6839196;0,11;0,548050388;0,352850223
September;PT. ASTRA INTERNATIONAL - TBK  ISUZU CABANG HR Muhammad;Pick Up;TBR54;L 9354 AP;4032706;3021666; Rp775.983 ; Rp7.830.355 ;Rusak Sedang;7054372;0,11;0,515009345;0,385891317
September;PT. ASTRA INTERNATIONAL - TBK  ISUZU CABANG HR Muhammad;Mini Bus;Nseriess77;L 9127 AP;2340742;1620692; Rp435.759 ; Rp4.397.193 ;Rusak Sedang;3961434;0,11;0,532326418;0,368574225
September;PT. ASTRA INTERNATIONAL - TBK  ISUZU CABANG HR Muhammad;Pick Up;TBR54;L 9049 BP;5549102;2776666; Rp915.835 ; Rp9.241.603 ;Rusak Berat;8325768;0,11;0,600447996;0,300452854
September;PT. ASTRA INTERNATIONAL - TBK  ISUZU CABANG HR Muhammad;Pick Up;TBR54;L 9362 AP;4122389;4417000; Rp939.336 ; Rp9.478.725 ;Rusak Berat;8539389;0,11;0,434909653;0,465990943
September;CV. DAMAR KARYA;Pick Up;TBR 54;L 9340 AP;2570000;700000; Rp359.700 ; Rp3.629.700 ;Rusak Ringan;3270000;0,11;0,708047497;0,192853404
September;CV. DAMAR KARYA;Ambulance;APV;L 1439 CP;4475000;0; Rp492.250 ; Rp4.967.250 ;Rusak Sedang;4475000;0,11;0,900900901;0
September;PT. ASTRA INTERNATIONAL - TBK  Toyota cabang Basuki Rahmat;Mini Bus;IMV;L 1829 EP;5630204;2327000; Rp875.293 ; Rp8.832.497 ;Rusak Berat;7957204;0,11;0,637441937;0,263458906
September;PT. ASTRA INTERNATIONAL - TBK  ISUZU CABANG  Waru;Pick Up;TBR54;L 8882 CP;5246667;1690269; Rp763.063 ; Rp7.699.999 ;Rusak Sedang;6936936;0,11;0,681385413;0,219515483
September;PT. ASTRA INTERNATIONAL - TBK  ISUZU CABANG  Waru;Pick Up;TBR54;L 9356 AP;11801801;2976401; Rp1.625.602 ; Rp16.403.804 ;Rusak Berat;14778202;0,11;0,719455134;0,181445779
September;PT. ASTRA INTERNATIONAL - TBK  ISUZU CABANG  Waru;Pick Up;TBR54;L 8891 BP;6763458;1971677; Rp960.865 ; Rp9.696.000 ;Rusak Berat;8735135;0,11;0,697551361;0,203349526
September;PT. UNITED MOTORS CENTRE;Ambulance;GC415;L 1150 CP;971800;278100; Rp137.489 ; Rp1.387.389 ;Rusak Ringan;1249900;0,11;0,700452433;0,200448468
September;PT. UNITED MOTORS CENTRE;Ambulance;GC415;L 1152 CP;978557;0; Rp107.641 ; Rp1.086.198 ;Rusak Ringan;978557;0,11;0,900900901;0
September;PT. UNITED MOTORS CENTRE;Ambulance;GC415;L 1151 CP;363244;220600; Rp64.223 ; Rp648.067 ;Rusak Ringan;583844;0,11;0,560503913;0,340396987
September;PT. UNITED MOTORS CENTRE;Mini Bus;GC415;L 1154 CP;942521;774600; Rp188.883 ; Rp1.906.004 ;Rusak Ringan;1717121;0,11;0,49450098;0,40639992
Oktober;PT. ASTRA INTERNATIONAL - TBK  Isuzu Cabang Kombes Duryat;Mini Bus;TBR54;L 1825 AP;455000;2272904; Rp300.069 ; Rp3.027.973 ;Rusak Ringan;2727904;0,11;0,150265541;0,750635491
Oktober;UD. Jaya AC;Mini Bus;TBR54;L 1320 CP;1641442;315315; Rp215.243 ; Rp2.172.000 ;Rusak Ringan;1956757;0,11;0,755728361;0,145172652
Oktober;PT. Srikandi Diamond Indah Motors;Jeep;Other D;L 1151 BS;6950620;2165806; Rp1.002.806 ; Rp10.119.232 ;Rusak Berat;9116426;0,11;0,686872284;0,214028693
Desember;PT. ASTRA INTERNATIONAL - TBK  Toyota cabang Basuki Rahmat;Mini Bus;IMV;L 1559 QP;2432908;1836000; Rp469.581 ; Rp4.738.489 ;Rusak Sedang;4268908;0,11;0,513435401;0,387465287
Desember;PT. ASTRA INTERNATIONAL - TBK  ISUZU CABANG HR Muhammad;Micro Bus;TBR54;L 1990 CP;4658468;1678392; Rp697.055 ; Rp7.033.915 ;Rusak Sedang;6336860;0,11;0,66228665;0,2386142
Desember;PT. ASTRA INTERNATIONAL - TBK  ISUZU CABANG HR Muhammad;Mini Bus;TBR541;L 1383 CP;5093003;2377666; Rp821.776 ; Rp8.292.445 ;Rusak Sedang;7470669;0,11;0,614173865;0,286726774
Desember;PT. ASTRA INTERNATIONAL - TBK  ISUZU CABANG HR Muhammad;Mini Bus;Nseries77;L 9127 AP;6218793;1347916; Rp832.339 ; Rp8.399.048 ;Rusak Sedang;7566709;0,11;0,740416414;0,160484379
Desember;PT. ASTRA INTERNATIONAL - TBK  ISUZU CABANG HR Muhammad;Mini Bus;TBR541;L 1995 EP;3596936;840000; Rp488.063 ; Rp4.924.999 ;Rusak Sedang;4436936;0,11;0,730342483;0,17055841
Desember;PT. ASTRA INTERNATIONAL - TBK  ISUZU CABANG HR Muhammad;Pick up;TBR54;L 8891 BP;4695343;2695000; Rp812.939 ; Rp8.203.282 ;Rusak Sedang;7390343;0,11;0,572373716;0,328527046
Desember;PT. ASTRA INTERNATIONAL - TBK  ISUZU CABANG HR Muhammad;Mini bus;TBR541;L 1634 DP;2704531;3262000; Rp656.318 ; Rp6.622.849 ;Rusak Sedang;5966531;0,11;0,408363682;0,492537275
Desember;UD. Jaya AC;Mini Bus;TBR54;L 1658 FP;2292793;225225; Rp276.982 ; Rp2.795.000 ;Rusak Ringan;2518018;0,11;0,820319499;0,080581395
Desember;UD. Jaya AC;Bus;Bus;L 7806 NP;2702703;1801801; Rp495.496 ; Rp5.000.000 ;Rusak Sedang;4504504;0,11;0,5405406;0,3603602
Desember;UD. Jaya AC;Mini Bus;TBR54;L 8552 BP;6438739;382883; Rp750.378 ; Rp7.572.000 ;Rusak Sedang;6821622;0,11;0,850335314;0,050565637
Desember;PT. ASTRA INTERNATIONAL - TBK  Toyota cabang Basuki Rahmat;Sedan;camry;L 1923 BP;1046340;48500; Rp120.432 ; Rp1.215.272 ;Rusak Ringan;1094840;0,11;0,860992436;0,039908761
Desember;PT. ASTRA INTERNATIONAL - TBK  Toyota cabang Basuki Rahmat;Mini Bus;IMV;L 1047 ZZH;2736430;1477500; Rp463.532 ; Rp4.677.462 ;Rusak Sedang;4213930;0,11;0,585024528;0,31587643
Desember;PT. ASTRA INTERNATIONAL - TBK  ISUZU CABANG HR Muhammad;Mini Bus;Other D;L 9194 BP;1574084;1497793; Rp337.909 ; Rp3.409.786 ;Rusak Ringan;3071877;0,11;0,461637182;0,439263051
Desember;PT. ASTRA INTERNATIONAL - TBK  ISUZU CABANG HR Muhammad;Micro Bus;Ambulance;L 1990 CP;2289000;858482; Rp346.224 ; Rp3.493.706 ;Rusak Sedang;3147482;0,11;0,655178198;0,245722451
Desember;PT. ASTRA INTERNATIONAL - TBK  ISUZU CABANG HR Muhammad;Truck;Truck;L 9314 AP;3145468;1354224; Rp494.967 ; Rp4.994.659 ;Rusak Sedang;4499692;0,11;0,629766316;0,271134426
Desember;PT. ASTRA INTERNATIONAL - TBK  ISUZU CABANG HR Muhammad;Mini Bus;TBR541;L 1975 EP;2157772;1445739; Rp396.384 ; Rp3.999.895 ;Rusak Sedang;3603511;0,11;0,539457161;0,361444238
Desember;CV. ASRI;Sedan;camry;L 1986 EP;3792467;1564277; Rp589.241 ; Rp5.945.985 ;Rusak Ringan;5356744;0,11;0,637819806;0,263081222
